Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Less than $10,000","Households; Margin of Error; Less than $10,000","Families; Estimate; Less than $10,000","Families; Margin of Error; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Married-couple families; Margin of Error; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Nonfamily households; Margin of Error; Less than $10,000","Households; Estimate; $10,000 to $14,999","Households; Margin of Error; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Families; Margin of Error; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Married-couple families; Margin of Error; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Nonfamily households; Margin of Error; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Households; Margin of Error; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Families; Margin of Error; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Married-couple families; Margin of Error; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Nonfamily households; Margin of Error; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Households; Margin of Error; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Families; Margin of Error; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Married-couple families; Margin of Error; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Nonfamily households; Margin of Error; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Households; Margin of Error; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Families; Margin of Error; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Married-couple families; Margin of Error; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Nonfamily households; Margin of Error; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Households; Margin of Error; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Families; Margin of Error; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Married-couple families; Margin of Error; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Nonfamily households; Margin of Error; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Households; Margin of Error; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Families; Margin of Error; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Married-couple families; Margin of Error; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Nonfamily households; Margin of Error; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Households; Margin of Error; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Families; Margin of Error; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Married-couple families; Margin of Error; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Nonfamily households; Margin of Error; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Households; Margin of Error; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Families; Margin of Error; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Married-couple families; Margin of Error; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Nonfamily households; Margin of Error; $150,000 to $199,999","Households; Estimate; $200,000 or more","Households; Margin of Error; $200,000 or more","Families; Estimate; $200,000 or more","Families; Margin of Error; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Married-couple families; Margin of Error; $200,000 or more","Nonfamily households; Estimate; $200,000 or more","Nonfamily households; Margin of Error; $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Households; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Households; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months
5001500US0101,101,"Congressional District 1 (115th Congress), Alabama",260709,1859,172505,1745,123136,2040,88204,1872,9.3,0.4,6.1,0.4,2.1,0.3,16.9,0.8,6.4,0.4,3.6,0.3,1.6,0.2,12.1,0.9,12.5,0.5,8.9,0.6,5.3,0.5,20.2,1.0,10.9,0.4,9.6,0.4,7.9,0.5,13.3,0.9,13.6,0.4,13.6,0.5,12.5,0.6,13.4,0.8,17.9,0.5,20.0,0.7,22.1,0.8,13.3,0.9,11.2,0.5,14.2,0.7,17.4,0.9,5.1,0.5,11.3,0.4,14.7,0.6,18.8,0.8,4.0,0.5,3.6,0.2,4.9,0.3,6.4,0.4,0.9,0.2,3.3,0.2,4.4,0.3,5.9,0.4,0.9,0.2,46449,831,58406,1064,72990,1527,25562,866,63769,975,76112,1195,90728,1455,37729,1299,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X)
5001500US0102,102,"Congressional District 2 (115th Congress), Alabama",260577,1572,172173,1757,120338,1606,88404,1454,9.2,0.4,6.3,0.4,1.7,0.2,16.0,0.7,6.7,0.3,3.9,0.3,1.5,0.2,12.5,0.7,12.8,0.4,9.6,0.5,5.7,0.5,20.0,0.9,11.2,0.4,10.0,0.4,8.0,0.4,13.6,0.7,14.7,0.5,14.3,0.4,13.9,0.6,14.8,0.8,17.5,0.5,19.6,0.6,22.1,0.7,13.2,0.7,11.2,0.4,13.7,0.6,17.1,0.7,5.4,0.5,11.0,0.4,15.0,0.6,19.7,0.7,2.9,0.3,3.2,0.2,4.4,0.3,5.8,0.4,0.8,0.2,2.5,0.2,3.3,0.3,4.4,0.4,0.7,0.2,44765,641,56418,889,71751,1090,25848,681,61052,875,72460,1238,86665,1323,36755,1019,36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.6,(X)
5001500US0103,103,"Congressional District 3 (115th Congress), Alabama",273014,1618,182831,1628,130211,1840,90183,1779,10.1,0.5,6.0,0.4,1.8,0.2,19.9,1.0,6.9,0.4,3.8,0.4,1.7,0.3,13.6,1.0,12.4,0.4,9.5,0.5,5.7,0.5,19.2,1.0,11.1,0.4,10.2,0.5,8.4,0.5,12.6,0.7,14.0,0.5,14.3,0.6,13.9,0.6,13.1,0.8,17.9,0.5,20.3,0.7,23.0,0.8,12.6,0.8,11.2,0.5,14.0,0.6,16.8,0.8,5.0,0.6,10.5,0.4,13.9,0.5,17.8,0.6,2.8,0.4,3.5,0.2,4.9,0.4,6.5,0.5,0.6,0.2,2.4,0.2,3.2,0.3,4.3,0.4,0.6,0.2,44725,760,56711,1029,69492,1384,23462,701,60480,846,72472,1205,85770,1438,33978,1046,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X)
5001500US0104,104,"Congressional District 4 (115th Congress), Alabama",259836,1863,180954,1922,137244,1884,78882,1795,8.8,0.4,5.6,0.3,2.1,0.2,17.2,0.8,7.4,0.3,3.8,0.3,2.4,0.3,16.0,0.8,14.4,0.5,10.6,0.5,7.8,0.5,23.4,1.0,11.6,0.4,11.1,0.5,9.8,0.5,13.2,0.7,15.1,0.5,16.0,0.6,16.2,0.7,12.8,0.7,17.9,0.5,20.6,0.6,22.8,0.7,10.6,0.7,10.6,0.4,13.6,0.5,15.8,0.6,3.5,0.5,9.4,0.3,12.2,0.4,15.1,0.6,2.3,0.3,2.5,0.2,3.4,0.3,4.3,0.3,0.5,0.2,2.3,0.2,3.0,0.3,3.8,0.3,0.5,0.2,41822,598,52645,849,61805,1077,21605,553,57114,695,67508,985,77061,1098,31384,823,36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X)
5001500US0105,105,"Congressional District 5 (115th Congress), Alabama",279406,1601,184986,1840,139676,1789,94420,1724,7.2,0.3,4.7,0.4,1.9,0.3,13.0,0.7,5.9,0.3,3.2,0.3,1.3,0.2,11.5,0.6,10.7,0.4,7.9,0.4,5.0,0.4,17.0,0.8,10.4,0.4,8.5,0.4,6.5,0.4,14.2,0.8,13.2,0.5,12.0,0.6,11.0,0.7,15.0,1.0,17.5,0.5,18.9,0.7,20.0,0.8,14.0,0.9,11.7,0.4,13.7,0.5,16.0,0.6,7.1,0.6,13.6,0.5,17.7,0.7,21.3,0.8,5.5,0.6,5.4,0.2,7.3,0.4,9.2,0.5,1.5,0.3,4.5,0.3,6.1,0.4,7.8,0.5,1.1,0.2,52874,928,67610,1171,81596,1357,30717,717,72849,1089,87242,1514,101119,1831,43040,950,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.8,(X)
5001500US0106,106,"Congressional District 6 (115th Congress), Alabama",264493,1674,184392,1747,145471,1881,80101,1643,5.2,0.3,3.0,0.3,1.1,0.2,11.0,0.7,4.0,0.3,2.2,0.2,1.2,0.2,8.4,0.7,8.6,0.4,5.6,0.4,3.6,0.4,16.0,0.8,9.6,0.4,7.9,0.4,5.9,0.4,14.0,1.1,12.4,0.4,11.1,0.5,9.5,0.6,15.4,0.9,18.3,0.5,18.3,0.6,18.3,0.6,18.2,1.0,13.3,0.5,15.4,0.6,17.1,0.7,8.0,0.6,15.6,0.4,19.3,0.6,22.3,0.7,6.2,0.6,6.6,0.3,8.7,0.4,10.3,0.5,1.4,0.2,6.4,0.3,8.5,0.4,10.5,0.5,1.4,0.2,63009,772,77863,938,89519,1183,35338,788,85653,1037,101008,1384,114386,1706,48263,1270,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X)
5001500US0107,107,"Congressional District 7 (115th Congress), Alabama",258660,1967,156022,1953,83848,1652,102638,1828,14.6,0.4,9.6,0.5,2.3,0.3,23.2,0.9,8.7,0.4,5.9,0.5,2.1,0.3,13.6,0.8,14.9,0.5,12.4,0.6,6.8,0.6,19.2,0.9,11.7,0.4,11.2,0.5,8.2,0.7,12.6,0.7,14.2,0.5,14.8,0.6,14.5,0.8,13.0,0.8,15.8,0.5,18.6,0.8,23.1,1.1,10.7,0.7,8.6,0.3,11.3,0.5,16.4,0.8,4.2,0.5,7.7,0.4,11.1,0.5,17.6,0.9,2.2,0.4,2.1,0.2,3.0,0.3,5.1,0.5,0.5,0.1,1.7,0.2,2.2,0.2,3.9,0.4,0.8,0.2,35059,512,45839,904,66251,1465,21376,666,49554,735,59999,1154,81131,1932,32192,789,41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),44.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X)
5001500US0200,200,"Congressional District (at Large) (115th Congress), Alaska",252536,1271,168265,1656,126503,1643,84271,1565,3.8,0.2,2.7,0.2,0.8,0.1,7.6,0.6,3.1,0.2,1.6,0.2,0.7,0.2,6.6,0.6,6.7,0.3,4.6,0.3,2.4,0.2,11.7,0.7,6.8,0.4,5.5,0.4,3.8,0.3,10.0,0.8,11.0,0.4,9.3,0.4,7.5,0.5,14.5,0.8,17.8,0.5,17.1,0.6,15.9,0.6,19.6,1.1,14.6,0.4,15.7,0.5,16.7,0.6,11.9,0.7,19.7,0.6,23.0,0.7,27.0,0.9,11.6,0.8,9.3,0.4,11.5,0.5,14.0,0.6,3.7,0.4,7.2,0.3,8.9,0.4,11.1,0.5,2.7,0.4,76114,979,88949,1275,103132,1348,49522,1342,94469,1169,105989,1295,120252,1655,65398,2190,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
5001500US0401,401,"Congressional District 1 (115th Congress), Arizona",248921,1858,171200,1627,122556,1649,77721,1839,9.8,0.4,6.9,0.4,3.0,0.3,18.1,1.0,5.3,0.3,3.5,0.3,2.0,0.2,9.7,0.8,10.4,0.4,8.1,0.4,5.5,0.4,15.9,0.8,10.4,0.4,9.3,0.5,7.9,0.6,13.5,0.8,13.8,0.5,13.9,0.5,12.9,0.5,13.9,1.0,18.3,0.5,19.5,0.6,20.7,0.7,14.7,0.9,12.7,0.5,14.9,0.7,17.6,0.8,6.8,0.5,11.9,0.3,14.7,0.5,18.4,0.6,4.6,0.5,4.3,0.3,5.4,0.4,7.0,0.5,1.4,0.3,3.1,0.2,3.7,0.3,4.9,0.4,1.2,0.3,50317,726,59654,934,72535,1193,29113,893,66098,965,75477,1217,87643,1519,41517,1206,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X)
5001500US0402,402,"Congressional District 2 (115th Congress), Arizona",300146,2000,179364,1804,131491,1664,120782,1750,7.4,0.4,4.5,0.4,1.8,0.3,13.0,0.7,5.8,0.3,3.5,0.4,2.0,0.3,9.7,0.6,11.6,0.3,7.5,0.4,4.5,0.3,17.9,0.7,10.9,0.4,9.4,0.5,7.3,0.6,13.3,0.6,14.0,0.4,13.0,0.5,11.8,0.6,15.6,0.6,18.5,0.5,20.1,0.6,21.0,0.7,15.6,0.6,12.0,0.4,15.0,0.6,17.4,0.7,7.0,0.5,11.5,0.4,15.7,0.6,19.6,0.8,4.9,0.4,4.1,0.2,5.7,0.3,7.2,0.4,1.6,0.2,4.1,0.2,5.7,0.3,7.3,0.4,1.5,0.2,50270,593,64331,969,77180,1137,31751,517,68947,815,83582,1131,96975,1467,44797,776,30.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
